name,roast,loc_country,origin_1,origin_2,X100g_USD,rating,review_date
Honduras Relationship Coffee Norma Lara,Medium-Light,United States,Ocotepeque Department,Honduras,5.29,93,22-Feb
Finca Insul Guatemala Pacamara,Medium-Light,United States,Huehuetenango Growing Region,Guatemala,5.29,93,18-Nov
Obsidian Mirror Blend,Medium,Taiwan,El Salvador,Guatemala,2.83,93,22-Feb
Ka’u Classic Dark,Medium,Hawai'i,Ka’U Growing Region,Big Island Of Hawai’I,10.05,94,22-Apr
Ethiopia Bench Maji Gesha Village Oma Geisha 1931 Lot 55 Natural,Light,Taiwan,Bench-Maji Zone,Southern Ethiopia,21.38,94,21-Aug
Select Reserve Guatemala El Aceituno “El Bonito” Microlot,Medium-Light,United States,Jutiapa Department,Guatemala,4.41,91,18-Dec
Cerro Azul Geisha Honey Process,Medium-Light,United States,Trujillo,Valle Del Cauca,15.87,94,22-Feb
Guatemala Acatenango Washed Lot 503 Espresso,Medium,Taiwan,Acatenango Growing Region,Guatemala,2.83,93,19-Jun
Magnolia Blend Espresso,Medium-Light,United States,Papua New Guinea,Costa Rica,4.7,93,21-Nov
Moonbow Decaf Espresso,Medium-Dark,United States,South America,Caldas Department,4.1,91,19-Feb
Guatemala Finca Las Terrazas,Medium-Light,United States,Huehuetenango Department,Guatemala,5.29,93,18-Aug
Wush Wush,Light,United States,Sidama Growing Region,Southern Ethiopia,6.17,95,20-Nov
Atom Blend,Medium,Taiwan,Brazil,Guatemala,4.36,90,20-Jul
Phu-Long-Kong,Light,Taiwan,Kayanza,Northern Province,4,93,21-Aug
Ethiopia Gedeb Worka Sakaro,Medium-Light,Taiwan,Gedeb District,Gedeo Zone,9.39,95,19-Jun
Natural Mexico Ixhuatlan del Cafe,Light,Taiwan,Veracruz,Mexico,6.4,93,21-May
Kenya Kirinyaga Baragwi Karumandi AA,Medium-Light,United States,South-Central Kenya,Fraijanes Plateau,4.98,94,21-Mar
La Lindura Colombia,Medium-Light,United States,Dolores,Tolima Department,4.76,92,19-Dec
El Triunfo Mexico,Medium-Light,United States,Sierra Madre,Chiapas State,5,92,22-Oct
Ethiopia Deri Kochoha,Medium-Light,United States,West Guji Zone,Oromia Region,5,93,19-Jan
Ethiopia Hambela Alaka,Medium-Light,United States,Hambela Wamena District,Guji Zone,5.14,93,17-Nov
Ethiopia Natural Guji Dasaya SP,Medium-Light,Taiwan,Guji Zone,Oromia Region,4.96,95,22-Mar
Estate Grade House Blend Espresso,Medium,Taiwan,Central America,South America,4.25,93,19-Nov
Costa Rica Canet Raisin Honey,Light,New Taiwan,Tarrazu Growing Region,Costa Rica,9.46,93,22-Oct
Ethiopia Natural Guji Blue-Donkey 2020,Medium-Light,Taiwan,Guji Zone,Oromia Region,4.6,95,20-Nov
Colombia Finca Jardines del Eden Ice Fermentation Natural,Medium-Light,Taiwan,Cauca Department,Colombia,16,94,22-Jun
Espresso Blend Classic No. 1,Medium,Taiwan,Indonesia,El Salvador,4.96,93,19-Nov
Hero Blend Espresso,Medium-Light,Taiwan,Colombia,Ethiopia,3.52,92,21-Sep
Colombia Huila Finca Villabetuila Anaerobic Honey,Medium-Light,United States,Huila Department,Colombia,5.86,93,22-Jul
Ethiopia Honey Yirgacheffe Idido G1,Medium-Light,Taiwan,Gedeo Zone,Snnp Region,4.96,95,22-Jul
Espresso Nuevo,Medium-Light,United States,Thailand,Vietnam,5.58,93,22-Sep
Camilina Geisha,Medium-Light,United States,Piedra Candela,Chiriqui Province,19.84,94,18-Dec
Ethiopia Natural Yirgacheffe Tore,Medium-Light,Taiwan,Tore Village,Yirgacheffe Growing Region,3.89,93,17-Nov
Coffea Diversa Rume Sudan Winey,Light,United States,Suchitan,Guatemala,17.59,95,20-Oct
Kona K7,Medium-Light,Hawai'i,Kona,Hawaii,17.61,91,20-Feb
Sweet Collection Blend,Medium-Light,Taiwan,Colombia,Guatemala,5.64,93,21-May
Colombia Pink Bourbon Honey,Medium-Light,United States,Huila Department,Colombia,8.23,93,20-Jul
Philippines Sitio Belis 1017,Medium-Light,United States,Benguet,Philippines,15.58,93,22-Jun
100% Guatemalan,Medium-Dark,United States,Guatemala,Colombia,0.99,87,20-Feb
Sumatra Raja Harimau Lintong Espresso,Medium,Taiwan,Lintong Growing Region,Northern Sumatra,3.89,96,19-Nov
Costa Rica Tarrazu,Medium-Light,United States,Tarrazu Growing Region,Costa Rica,7.35,91,18-Mar
Espresso Blend,Medium-Light,Canada,Brazil,Peru,4.5,92,18-Jul
Costa Rica Cordillera del Fuego,Medium-Light,United States,Tarrazu,Costa Rica,10.58,94,20-Oct
Colombia Castillo Fruit Maceration Series (Peach),Medium-Light,United States,Armenia,Quindio Department,11.02,94,22-Oct
Top Blend 1,Medium-Light,Taiwan,Panama,Ethiopia,3.59,93,21-Jul
Ethiopia WORKA,Medium-Light,United States,Yirgacheffe Growing Region,Southern Ethiopia,5.29,94,18-Dec
Barichu Double,Medium-Light,United States,Nyeri Growing Region,South-Central Kenya,11.76,94,19-Jul
Guatemala Finca El Limonar Hugo Chavez Mendez,Medium-Light,United States,Huehuetenango Growing Region,Guatemala,5.88,92,18-Aug
Panama Boquete Flor De Mariposa Geisha Espresso,Medium-Light,Taiwan,Boquete Growing Region,Western Panama,7.08,96,21-Mar
Costa Rica Brunca Rivense Las Moras Black Honey,Medium-Light,Taiwan,Brunca Growing Region,Costa Rica,5.64,94,22-Apr
Organic Ethiopia Kirite,Medium-Light,United States,Hambela District,Guji Zone,5.29,93,17-Nov
Panama Finca San Sebastian,Medium-Light,United States,Boquete Growing Region,Western Panama,3.53,94,19-Aug
Ethiopia Yirgacheffe Botabaa Washed,Light,Taiwan,Gedeo Zone,Kochere,4.11,95,18-Oct
Thung Chang Robusta Honey Espresso,Medium,United States,Nan Province,Thailand,4.98,92,21-Apr
La Esmeralda Diamond Mountain Washed Coffee,Medium-Light,Taiwan,Boquete Growing Region,Panama,6.68,94,22-Feb
Costa Rica Hacienda Tobosi Copey Villa Sarchi Black Honey,Medium-Light,Taiwan,Tobosi,Cartago Province,6.55,94,20-Jul
"Gary & Valerie, Kona",Medium,Hawai'i,South Kona Growing Region,Hawai’I,10.58,92,20-May
Static Kenya Kavutiri,Medium-Light,United States,Kiambu County,South-Central Kenya,7.35,92,17-Dec
Hacienda La Esmeralda Geisha Panama,Medium-Light,United States,Boquete Growing Region,Western Panama,13.23,91,20-Feb
Thailand Doi Pangkhon Dark Roast,Medium,United States,Doi Pangkhon,Thailand,5.57,92,20-Sep
Saint Helena Island Peaberry,Medium-Light,United States,Sandy Bay Valley,Saint Helena Island,44.05,93,19-Jul
Blossom Single Origin Espresso,Medium-Light,Hong Kong,Bench Maji Zone,Southwestern Ethiopia,21.58,93,19-Apr
Las Moritas Yellow Caturra,Light,Guatemala,El Progresso Department,Guatemala,3.82,87,21-Dec
Ethiopia Guji Darii Kojowa Grade 1,Medium-Light,United States,Guji Zone,Oromia Region,5.29,92,20-Feb
Colombia Los Pinos Robeiro Sarmiento,Medium-Light,United States,Antioquia Department,Colombia,4.08,92,22-Aug
Kenya Washed Nakuru Gachombe Factory AB,Medium-Light,Taiwan,Nakuru County,Kenya,2.97,95,21-Apr
Gayo Aceh Sumatra,Medium-Light,United States,Aceh Growing Region,Aceh Province,4.7,92,18-Dec
Quejina Guatemala,Medium-Light,United States,Huehuetenango Growing Region,Guatemala,5,90,18-Nov
Proyecto Aurora,Medium-Light,Guatemala,Antigua,Guatemala,2.94,92,21-Dec
Private Reserve Costa Rica Naranjo,Medium,United States,Naranjo,West Valley,4.17,91,21-Mar
Snowfield Espresso Blend,Medium,United States,Colombia,El Salvador,4.98,93,21-Jun
El Jardin,Medium-Light,United States,Antioquia,Colombia,12.35,94,20-Oct
Olvin Valle Honduras,Medium-Light,United States,Las Flores,Honduras,8.82,93,20-Sep
Ethiopia Dame Dabaye,Medium-Light,United States,Guji Zone,Oromia Region,4.7,95,20-Aug
Valkyrie Blend,Medium,Taiwan,Ethiopia,Honduras,3.84,92,22-Feb
Ethiopia Hambela Hasam,Medium-Light,United States,Hambela Wamena District,Guji Zone,5,93,18-Oct
Ethiopia Yirgacheffe Kochere Debo,Medium-Light,United States,Yirgacheffe Growing Region,Southern Ethiopia,4.12,94,20-Aug
Karibu Espresso Blend,Light,Taiwan,Ethiopia,Panama,5.66,92,19-Jul
Colombia Vella Black Hawk Natural,Medium-Light,Taiwan,Huila,Colombia,7.05,93,21-Aug
5a Poniente,Medium,Guatemala,Antigua,Guatemala,1.47,88,21-Dec
Costa Rica Luis Campos Anaerobic,Medium-Light,United States,Tarrazu,Costa Rica,6.76,94,20-Apr
Ethiopia Yirgacheffe GR1 Bedhatu Jibicho Washed,Medium-Light,United States,Yirgacheffe Growing Region,Southern Ethiopia,5.28,93,19-Nov
Medium Roast,Medium-Light,Hawai'i,Holualoa,North Kona,9.92,92,22-Feb
Neroli CR90,Medium-Light,Taiwan,Ethiopia,Kenya,14.1,93,22-Feb
Kenya Ruthaka Peaberry,Medium,United States,Nyeri Growing Region,South-Central Kenya,5.58,95,19-Jan
Long Miles Coffee Project Nkonge Hill Burundi Red Honey,Medium-Light,Taiwan,Kayanza Province,Burundi,5.31,92,18-Jun
Ethiopia Girma Eshetu,Medium-Light,Canada,Bita Genet District,Keffa Zone,4.65,94,18-Aug
Kenya Washed Kabingara AA,Medium-Light,Taiwan,Kirinyaga County,South-Central Kenya,5.1,94,22-Mar
Alemu Bukato Ethiopia,Medium-Light,United States,Yirgacheffe Growing Region,Southern Ethiopia,5.51,93,18-Sep
Panama Finca Deborah Afterglow Geisha Natural,Light,China,Volcán Growing Region,Chiriquí Province,61.66,95,22-May
Ethiopia Guji Uraga,Medium-Light,Taiwan,Guji Zone,Southern Ethiopia,7.08,93,20-Sep
Ethiopia Danse Mormora,Medium-Light,United States,Guji Zone,Oromia Region,5.29,92,20-Apr
Guatemala Washed El Injerto EI05 Mocca,Light,Taiwan,La Libertad,Huehuetenango Department,33.98,96,22-Oct
Colombia Cauca Finca El Paraiso Rose Tea,Light,Taiwan,Cauca Department,Colombia,11.95,92,22-Oct
Private Reserve Rwanda Huye,Medium-Light,United States,Huye District,Southern Rwanda,4.17,90,21-Apr
Panama Auromar Geisha Natural,Medium-Light,United States,Piedra Candela,Chiriqui Province,16.17,96,17-Dec
Replay Espresso,Medium-Light,United States,Ethiopia,Central And South America,3.67,92,18-Jun
Organic Panorama,Medium-Light,United States,Yirgacheffe Growing Region,Southern Ethiopia,5.29,93,20-Aug
Rwanda Nyamagabe Kigeme Lot #4,Light,Taiwan,Nyamagabe District,Southern Province,5.12,93,21-May
Guatemala Carlos Rivas,Medium-Light,United States,Huehuetenango Department,Guatemala,5.29,93,20-Sep
FTO Ethiopian,Medium-Light,United States,Yirgacheffe Growing Region,Southern Ethiopia,4.1,92,21-Oct
D31 The New Life,Medium-Light,Taiwan,Ethiopia,Sumatra,4.8,92,19-Sep
Sweet Holiday Blend,Medium-Light,United States,Colombia,Guatemala,6.17,94,21-Dec
El Duende Peru,Medium-Light,United States,Huarango,San Ignacio,5,94,22-Sep
Harimau Tiger Sumatra,Medium-Light,United States,Mandheling Growing Region,Northern Sumatra,5.06,96,19-Nov
Ethiopia Demeka Becha,Medium-Light,United States,Bona Zuria,Sidama Region,6.46,96,21-Dec
Ethiopia Herfusa Single Variety Natural,Medium-Light,Taiwan,Yirgacheffe Growing Region,Southern Ethiopia,8,93,19-Dec
"Classic Blend (FTO, RFA)",Medium,Taiwan,Indonesia,Costa Rica,6.66,93,20-Aug
Colombia Huila,Light,United States,Huila Department,Colombia,5.29,91,19-Oct
Colombia Jardines del Eden Pink Bourbon Wine Yeast Honey,Light,Canada,Pijao,Quindio Department,9,94,22-Oct
Peru Pangoa,Medium-Light,United States,Junín Province,Peru,5.88,92,22-Apr
Ka’u Champagne Natural,Light,United States,Ka'U Growing Region,Big Island Of Hawai'I,17.59,94,19-May
Ecuador Loja Clara Sidra Natural Taza Dorada #2,Medium-Light,Taiwan,Loja Province,Southern Ecuador,9.87,93,19-Aug
Burundi Kinyovu,Medium,United States,Kayanza State,Burundi,5.64,92,21-Jun
Independence Dark Roast,Medium-Dark,United States,Central Plateau,Blue Pine Forest,6.17,86,21-Jan
Finca La Montana Costa Rica,Medium,United States,Tarrazu,Costa Rica,4.03,92,20-Jan
French Riviera,Medium,Taiwan,Brazil,Guatemala,3.91,87,20-Aug
Kebele Village Espresso,Medium-Light,United States,Yirgacheffe Growing Region,Southern Ethiopia,5.03,94,19-Sep
Costa Rica Volcan Azul San Isidro Red Honey,Medium-Light,United States,Poás Volcano Region,Alajuela Province,6.47,95,21-Dec
Elida Natural ASD (Panama),Medium-Light,United States,Boquete Growing Region,Western Panama,3.25,93,21-May
Mama Cata Mokkita,Medium-Light,United States,Boquete Growing Region,Western Panama,132.28,97,21-Nov
Ethiopia Shakiso Natural,Medium-Light,United States,Guji Zone,Oromia Region,5.29,93,20-Jul
Ethiopia Amaro Gayo Natural,Medium-Light,United States,Yirgacheffe Growing Region,Southern Ethiopia,4.98,92,17-Nov
Ethiopia Sidamo Shakiso Danbi Uddo Mulish Natural G1,Medium-Light,Taiwan,Sidamo (Also Sidama) Growing Region,South-Central Ethiopia,4.93,92,18-Mar
Guatemala Antigua Pastores,Medium-Light,United States,Antigua Growing Region,Guatemala,4.98,92,22-Apr
Colombian,Medium-Light,United States,Valle De Cauca,Colombia,5.86,93,20-May
Costa Rica Cerro Dragon Geisha Honey,Medium-Light,United States,Tarrazú,Costa Rica,8.82,94,22-Oct
Karimikui AA Kenya,Light,United States,Central Kenya,Coto Brus,5.29,93,19-Jun
Organic Dulce de Guatemala,Medium-Light,United States,Huehuetenango Growing Region,Guatemala,3.51,93,18-Aug
Auromar Gesha Natural,Light,United States,Piedra Candela,Chiriqui Province,17.64,93,17-Dec
5a Poniente,Medium-Dark,Guatemala,Antigua Growing Region,Guatemala,1.47,86,20-Oct
Ethiopia Sidamo Gora Kone,Medium-Light,United States,Sidamo (Also Sidama) Growing Region,South-Central Ethiopia,5.58,94,19-Sep
Golden Parrot Blend,Medium,Taiwan,Guatemala,Colombia,2.97,95,21-Aug
Ethiopia Sidama Tamiru Tadesse Anaerobic Natural Special Auction Lot,Light,Taiwan,Guji Zone,Oromia Region,8.82,95,22-Oct
Kenya Kiambu AB Uklili 1903 Lot,Medium-Light,Taiwan,Kiambu Growing Region,South-Central Kenya,4.25,94,19-Nov
Revolution Medium Roast,Medium,United States,Central Plateau,Blue Pine Forest,5.88,88,21-Jan
Kenya Konyu,Medium-Light,United States,Kirinyaga District,South-Central Kenya,5.73,95,18-Oct
Kaguyu,Medium-Light,United States,Kirinyaga,Kenya,6.47,93,20-Nov
Dead Reckoning,Medium-Light,United States,Guatemala,El Salvador,5,93,18-Feb
Kenya Nyeri AB Nyeshun,Medium-Light,Taiwan,Nyeri Growing Region,South-Central Kenya,5.66,96,20-Aug
Ethiopia COE 2nd place Washed Sidamo Rumudamo,Medium-Light,Taiwan,Arbegona,Sidama (Also Sidamo) Growing Region,1.98,94,20-Nov
Rwanda Remera Kabeza,Medium,United States,Gikongoro Prefecture,South-Central Rwanda,4.98,93,18-Feb
Kenya Ndumberi Peaberry,Medium-Light,United States,Kiambu County,Kenya,6.8,94,22-Sep
Vietnam Cau Dat Mercafe Lotus,Medium-Light,United States,Cau Dat,Southwest Vietnam,7.05,90,22-Aug
Kona Laurina Pointu,Medium-Light,Hawai'i,Kona,Hawaii,25.2,94,20-Feb
“Sweety” Espresso Blend,Medium-Light,Hong Kong,Panama,Ethiopia,14.32,95,17-Nov
Indonesia Sumatra Gayo Espresso,Dark,Taiwan,Gayo (Also Aceh) Growing Region,Aceh Province,8.5,94,19-Oct
Ethiopia Guji Laayyoo Natural,Light,United States,Guji Zone,Southern Ethiopia,7.33,94,20-Dec
Ethiopia Washed Kochere,Medium-Light,United States,Yirgacheffe Growing Region,Southern Ethiopia,5.29,92,19-Feb
Espresso Havana,Medium,United States,Indonesia,Ethiopia,5.57,93,21-Jan
Flight Seasonal Espresso,Medium-Light,United States,Costa Rica,Ethiopia,5.29,94,19-Mar
Kenya Kirinyaga,Medium-Light,United States,Kirinyaga District,South-Central Kenya,6.17,93,19-Dec
Colombia Finca Potosi,Light,United States,Valle De Cauca,Colombia,5.88,93,21-Feb
Costa Rica Cloza Estate,Medium-Light,United States,Alajuela,Costa Rica,5.58,93,21-Feb
El Salvador Finca Santa Elena El Corzo Pacamara,Medium-Light,Taiwan,Apaneca-Ilamatepec Growing Region,El Salvador,8.8,92,22-Nov
Ethiopia Yirgacheffe Adorsi,Medium-Light,Taiwan,Yirgacheffe,Southern Ethiopia,19.2,92,19-Nov
Guatemala Finca El General Slow Dry 6,Medium-Light,Taiwan,Acatenango Growing Region,Central Guatemala,5.31,94,21-Oct
Geisha,Medium-Light,Hawai'i,North Kona Growing District,“Big Island” Of Hawai’I,14.55,94,20-Nov
José Flores El Salvador Natural,Medium,United States,Chalatenango Department,Northwestern El Salvador,9.92,91,19-Aug
Ethiopia Guji Hambela Buku Abel Natural G1,Medium-Light,Taiwan,Guji Zone,Oromia Region,5.77,93,20-Aug
Nicaragua El Poste Pacamara,Medium-Light,United States,Nueva Segovia,Nicaragua,7.61,92,20-Sep
Esmeralda Estate Panama Geisha,,England,Boquete Growing Region,Western Panama,111.11,94,20-Jun
La Perla Chiquita Ecuador,Medium-Light,United States,Pichincha Province,Ecuador,6.17,95,21-Jun
Peru Yanesha Geisha Washed Anaerobic,Medium-Light,Taiwan,Pasco Department,Villa Rica,25.6,94,21-Nov
Pike’s Place Blend,Dark,United States,Latin America,Americas,2.93,84,22-Apr
Grizzly Peak Blend,Medium-Light,United States,El Salvador,Colombia,4.69,92,21-May
Organic Suke Quto Ethiopia,Medium-Light,United States,Guji Zone,Oromia Region,5.58,95,20-May
Ethiopia Worka Sakaro Anaerobic Natural,Medium,United States,Gedeb District,Gedeo Zone,4.7,94,21-Nov
Sumatra Takengon Gayo Natural,Light,United States,Aceh Province,Sumatra,4.74,94,22-Aug
Ethiopia Reko Yirgacheffe,Medium-Light,United States,Yirgacheffe Growing Region,Ethiopia,6.03,94,20-Sep
Papua New Guinea Sigri Estate Medium Roast,Medium-Light,United States,Western Highlands,Papua New Guinea,4.7,92,21-Jun
Colombia David Gomez 100% Caturra,Light,United States,Huila Department,Southern Colombia,5,92,18-Jan
Kakalove Taiwan Natural SL34 Alishan Ching-Ye Farm,Medium-Light,Taiwan,Alishan,Chia-Yi City,11.33,92,20-Jun
Guatemala Octavio Lopez,Medium-Light,United States,Huehuetenango Growing Region,Guatemala,5.14,92,18-Oct
Karindundu Kenya,Medium-Light,United States,Nyeri County,Kenya,6.47,94,22-Feb
Kenya Murunga New Gatanga FCS Mukurwe Factory AB,Medium-Light,Taiwan,Nyeri Growing Region,South-Central Kenya,7.05,94,18-Dec
Costa Rica Las Lajas Black Honey,Medium-Light,United States,Sabanilla De Alajuela,Central Valley,5.73,93,19-Mar
Colombia Huila Los Lagos Washed Geisha,Medium-Light,Taiwan,Huila,Colombia,6.37,92,20-Jun
Colombia Antioquia Natural Carbonic Maceration Caturra,Medium-Light,Taiwan,Antioquia Department,Colombia,4.39,95,21-Feb
Colombia Finca El Paraiso Geisha Letty,Light,United States,Cauca,Colombia,35.27,97,22-Feb
El Jocote Natural,Medium-Light,United States,Rosario De Desamparados,Tarrazú,7.05,95,21-Jul
Monte Alban,Medium-Light,United States,Oaxaca,Mexico,5.88,92,20-Oct
Honduras Buenos Aires,Medium-Light,United States,Buenos Aires,Comayagua,5.58,92,20-Sep
Panama Finca Los Lajones Natural,Light,United States,Boquete Growing Region,Panama,8.52,94,21-Apr
Esperanza Bourbon,Medium-Light,Guatemala,Antigua,Guatemala,4.85,92,21-Dec
Coffea Diversa Costa Rica Sudan Rume,Medium-Light,United States,Biolley,Southern Costa Rica,12.35,93,17-Dec
Kerinci Palompek Sumatra,Medium-Light,United States,Jambi Province,Sumatra,5.23,94,20-Jun
Kitten Q Espresso Blend,Medium,Taiwan,Ethiopia,Nicaragua,3.19,93,20-Jun
Alaka Ethiopia,Medium-Light,United States,Hambela Wamena,Guji Zone,5.29,94,21-Nov
Colombia Tolima Geisha,Light,United States,Tolima,Colombia,17.62,94,20-Aug
Ethiopia Limu Washed,Light,Taiwan,Oromia Growing Region,Southern Ethiopia,8.53,93,21-Apr
Guatemala Santa Felisa Solar Eclipse Gesha Natural,Light,Taiwan,Acatenango Growing Region,Guatemala,17.56,94,21-Jan
Taiwan Natural Alishan Zhuo-Wu Farm Geisha,Medium-Light,Taiwan,Alishan,Chaiyi,28.32,94,20-Jul
Colombia La Palma y El Tucan,Medium-Light,Taiwan,Cundinamarca Department,Central Colombia,10.67,93,21-Jul
Rwanda Hingakawa Women’s Co-op,Medium-Light,United States,Gakenke,Rwanda,5.73,93,20-Apr
Festivity Blend,Medium,United States,Ethiopia,Guatemala,5.29,92,19-Dec
Halo Hartume Espresso,Medium-Light,United States,Gedeb District,Gedeo Zone,5.26,94,20-Jan
Elida Estate ASD Natural Catuai 15,Medium-Light,United States,Boquete Growing Region,Western Panama,8.82,94,21-Oct
Cerro Azul Geisha,Light,United States,Trujillo,Valle Del Cauca Department,12.35,95,21-Apr
Mexico Nyarita Canela,Medium-Light,United States,Nyarita,Mexico,6.3,92,22-Sep
Ethiopia Guji Uraga Washed,Medium-Light,Taiwan,Guji Zone,Southern Ethiopia,3.55,95,21-Mar
Kenya Ndaroini,Medium,United States,Yeri Growing Region,South-Central Kenya,7.2,93,19-Nov
Mahonda Burundi,Medium-Light,United States,Gitega Province,Burundi,5.86,93,18-Jun
Ethiopia Natural “Phoenix”,Medium,Taiwan,Ethiopia,Santa Rosa Growing Region,19.82,95,19-Nov
Guatemala Washed Finca El General Lot SummerEnd Espresso,Medium-Light,Taiwan,Acatenango,Chimaltenango Department,3.4,94,22-Sep
Spring Dawn,Medium-Light,Taiwan,Ethiopia,Rwanda,5.33,92,22-Feb
Caramel Rocher,Medium-Light,Taiwan,West Valley,Costa Rica,6.34,92,22-Jul
Major Dickason’s Blend,Medium-Dark,United States,Americas,Indo-Pacific,2.67,87,22-Apr
Indonesia Lintong Mandheling,Medium-Light,Taiwan,Lintong Growing Region,North Sumatra Province,6.4,94,20-Sep
